"created","song","artist","songartist","url","song.count"
2015-07-03 21:12:37,"Better Man","Leon Bridges","Better Man - Leon Bridges","https://t.co/bVf3DceTkc",13
2015-07-03 21:05:52,"Little Monster","Royal Blood","Little Monster - Royal Blood","https://t.co/hoA22ruzAz",16
2015-07-03 20:58:22,"Here","Alessia Cara","Here - Alessia Cara","https://t.co/RdMDga4k3i",13
2015-07-03 20:42:36,"We Run The Block","Bonkaz","We Run The Block - Bonkaz","https://t.co/SWxqsMit0g",14
2015-07-03 20:37:22,"Holding On (Feat. Gregory Porter)","Disclosure","Holding On (Feat. Gregory Porter) - Disclosure","https://t.co/A59KFhjiMB",17
2015-07-03 20:30:36,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-03 20:14:51,"Know Yourself","Drake","Know Yourself - Drake","https://t.co/fMjQQ2Zltu",13
2015-07-03 20:01:21,"Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley)","Major Lazer","Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley) - Major Lazer","https://t.co/qOE3XOAbGU",12
2015-07-03 19:41:05,"City","Spring King","City - Spring King","https://t.co/Wlb3eyfgpI",13
2015-07-03 19:29:51,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-03 19:21:34,"Cha Cha","D.R.A.M.","Cha Cha - D.R.A.M.","https://t.co/y5x202RZhS",18
2015-07-03 19:14:04,"House Every Weekend","David Zowie","House Every Weekend - David Zowie",NA,12
2015-07-03 19:09:34,"Can't Feel My Face","The Weeknd","Can't Feel My Face - The Weeknd","https://t.co/q5jNrBLMdm",18
2015-07-03 19:05:05,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-03 18:56:04,"Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$)","Statik Selektah","Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$) - Statik Selektah","https://t.co/oG1DKJUaDu",12
2015-07-03 17:23:03,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-03 16:50:00,"Little Monster","Royal Blood","Little Monster - Royal Blood","https://t.co/hoA22ruzAz",16
2015-07-03 16:43:15,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-03 16:16:14,"Holding On (Feat. Gregory Porter)","Disclosure","Holding On (Feat. Gregory Porter) - Disclosure","https://t.co/A59KFhjiMB",17
2015-07-03 14:42:56,"Can't Feel My Face","The Weeknd","Can't Feel My Face - The Weeknd","https://t.co/q5jNrBLMdm",18
2015-07-03 12:49:53,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-03 12:39:53,"U Mad (Feat. Kanye West)","Vic Mensa","U Mad (Feat. Kanye West) - Vic Mensa","https://t.co/grlviWKmJN",15
2015-07-03 12:27:53,"Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley)","Major Lazer","Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley) - Major Lazer","https://t.co/qOE3XOAbGU",12
2015-07-03 12:22:52,"House Every Weekend","David Zowie","House Every Weekend - David Zowie",NA,12
2015-07-03 12:19:52,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-03 12:11:52,"Trap Queen","Fetty Wap","Trap Queen - Fetty Wap","https://t.co/OWRc7c13Gg",17
2015-07-03 12:04:52,"Where Are Ü Now (With Justin Bieber)","Skrillex &Amp; Diplo","Where Are Ü Now (With Justin Bieber) - Skrillex &Amp; Diplo","https://t.co/RPsSAlyXnw",13
2015-07-03 11:45:54,"U Mad (Feat. Kanye West)","Vic Mensa","U Mad (Feat. Kanye West) - Vic Mensa","https://t.co/grlviWKmJN",15
2015-07-03 10:58:50,"City","Spring King","City - Spring King","https://t.co/Wlb3eyfgpI",13
2015-07-03 10:30:49,"Where Are Ü Now (With Justin Bieber)","Skrillex &Amp; Diplo","Where Are Ü Now (With Justin Bieber) - Skrillex &Amp; Diplo","https://t.co/RPsSAlyXnw",13
2015-07-03 09:49:49,"Better Man","Leon Bridges","Better Man - Leon Bridges","https://t.co/bVf3DceTkc",13
2015-07-03 09:38:49,"Don't Wanna Fight","Alabama Shakes","Don't Wanna Fight - Alabama Shakes","https://t.co/W1fdRGfVts",15
2015-07-03 09:23:48,"Know Yourself","Drake","Know Yourself - Drake","https://t.co/fMjQQ2Zltu",13
2015-07-03 09:13:49,"City","Spring King","City - Spring King","https://t.co/Wlb3eyfgpI",13
2015-07-03 09:08:48,"Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson)","A$Ap Rocky","Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson) - A$Ap Rocky",NA,14
2015-07-03 09:00:47,"Let It Go","James Bay","Let It Go - James Bay","https://t.co/IvTH8ev32R",17
2015-07-03 08:55:48,"Better Man","Leon Bridges","Better Man - Leon Bridges","https://t.co/bVf3DceTkc",13
2015-07-03 08:05:46,"Holding On (Feat. Gregory Porter)","Disclosure","Holding On (Feat. Gregory Porter) - Disclosure","https://t.co/A59KFhjiMB",17
2015-07-03 07:29:45,"Cha Cha","D.R.A.M.","Cha Cha - D.R.A.M.","https://t.co/y5x202RZhS",18
2015-07-03 06:23:43,"Bad Blood (Feat. Kendrick Lamar)","Taylor Swift","Bad Blood (Feat. Kendrick Lamar) - Taylor Swift","https://t.co/JNWOYie7i2",13
2015-07-03 05:26:43,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-03 04:55:41,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-03 04:25:41,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-03 03:47:40,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-03 03:16:40,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-03 03:10:40,"Pedestrian At Best","Courtney Barnett","Pedestrian At Best - Courtney Barnett","https://t.co/VH1qO224JN",15
2015-07-03 03:03:39,"Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley)","Major Lazer","Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley) - Major Lazer","https://t.co/qOE3XOAbGU",12
2015-07-03 01:17:36,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-03 01:13:37,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-03 01:08:36,"Know Yourself","Drake","Know Yourself - Drake","https://t.co/fMjQQ2Zltu",13
2015-07-03 01:00:36,"Cha Cha","D.R.A.M.","Cha Cha - D.R.A.M.","https://t.co/y5x202RZhS",18
2015-07-03 00:36:35,"Trap Queen","Fetty Wap","Trap Queen - Fetty Wap","https://t.co/OWRc7c13Gg",17
2015-07-03 00:10:35,"Better Man","Leon Bridges","Better Man - Leon Bridges","https://t.co/bVf3DceTkc",13
2015-07-02 23:46:33,"U Mad (Feat. Kanye West)","Vic Mensa","U Mad (Feat. Kanye West) - Vic Mensa","https://t.co/grlviWKmJN",15
2015-07-02 22:58:33,"City","Spring King","City - Spring King","https://t.co/Wlb3eyfgpI",13
2015-07-02 22:00:32,"Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$)","Statik Selektah","Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$) - Statik Selektah","https://t.co/oG1DKJUaDu",12
2015-07-02 21:51:32,"Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson)","A$Ap Rocky","Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson) - A$Ap Rocky",NA,14
2015-07-02 21:48:31,"Little Monster","Royal Blood","Little Monster - Royal Blood","https://t.co/hoA22ruzAz",16
2015-07-02 21:37:31,"We Run The Block","Bonkaz","We Run The Block - Bonkaz","https://t.co/SWxqsMit0g",14
2015-07-02 21:16:30,"House Every Weekend","David Zowie","House Every Weekend - David Zowie",NA,12
2015-07-02 21:12:31,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-02 21:05:29,"Bad Blood (Feat. Kendrick Lamar)","Taylor Swift","Bad Blood (Feat. Kendrick Lamar) - Taylor Swift","https://t.co/JNWOYie7i2",13
2015-07-02 21:03:29,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-02 20:57:29,"Better Man","Leon Bridges","Better Man - Leon Bridges","https://t.co/bVf3DceTkc",13
2015-07-02 20:07:29,"Holding On (Feat. Gregory Porter)","Disclosure","Holding On (Feat. Gregory Porter) - Disclosure","https://t.co/A59KFhjiMB",17
2015-07-02 19:30:29,"Cha Cha","D.R.A.M.","Cha Cha - D.R.A.M.","https://t.co/y5x202RZhS",18
2015-07-02 18:57:27,"Don't Wanna Fight","Alabama Shakes","Don't Wanna Fight - Alabama Shakes","https://t.co/W1fdRGfVts",15
2015-07-02 18:50:27,"Know Yourself","Drake","Know Yourself - Drake","https://t.co/fMjQQ2Zltu",13
2015-07-02 18:39:27,"Let It Go","James Bay","Let It Go - James Bay","https://t.co/IvTH8ev32R",17
2015-07-02 18:29:26,"Better Man","Leon Bridges","Better Man - Leon Bridges","https://t.co/bVf3DceTkc",13
2015-07-02 18:14:25,"Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson)","A$Ap Rocky","Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson) - A$Ap Rocky",NA,14
2015-07-02 18:10:24,"Pedestrian At Best","Courtney Barnett","Pedestrian At Best - Courtney Barnett","https://t.co/VH1qO224JN",15
2015-07-02 17:29:23,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-02 16:58:23,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-02 16:27:22,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-02 15:59:22,"U Mad (Feat. Kanye West)","Vic Mensa","U Mad (Feat. Kanye West) - Vic Mensa","https://t.co/grlviWKmJN",15
2015-07-02 15:32:22,"Holding On (Feat. Gregory Porter)","Disclosure","Holding On (Feat. Gregory Porter) - Disclosure","https://t.co/A59KFhjiMB",17
2015-07-02 15:25:20,"Bad Blood (Feat. Kendrick Lamar)","Taylor Swift","Bad Blood (Feat. Kendrick Lamar) - Taylor Swift","https://t.co/JNWOYie7i2",13
2015-07-02 15:17:21,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-02 15:09:20,"Trap Queen","Fetty Wap","Trap Queen - Fetty Wap","https://t.co/OWRc7c13Gg",17
2015-07-02 15:00:20,"Cha Cha","D.R.A.M.","Cha Cha - D.R.A.M.","https://t.co/y5x202RZhS",18
2015-07-02 14:18:20,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-02 12:53:18,"Don't Wanna Fight","Alabama Shakes","Don't Wanna Fight - Alabama Shakes","https://t.co/W1fdRGfVts",15
2015-07-02 12:43:18,"We Run The Block","Bonkaz","We Run The Block - Bonkaz","https://t.co/SWxqsMit0g",14
2015-07-02 12:40:17,"Let It Go","James Bay","Let It Go - James Bay","https://t.co/IvTH8ev32R",17
2015-07-02 12:27:16,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-02 12:03:16,"Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson)","A$Ap Rocky","Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson) - A$Ap Rocky",NA,14
2015-07-02 12:00:16,"Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$)","Statik Selektah","Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$) - Statik Selektah","https://t.co/oG1DKJUaDu",12
2015-07-02 10:56:13,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-02 10:43:13,"Holding On (Feat. Gregory Porter)","Disclosure","Holding On (Feat. Gregory Porter) - Disclosure","https://t.co/A59KFhjiMB",17
2015-07-02 10:19:14,"Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$)","Statik Selektah","Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$) - Statik Selektah","https://t.co/oG1DKJUaDu",12
2015-07-02 10:15:14,"Don't Wanna Fight","Alabama Shakes","Don't Wanna Fight - Alabama Shakes","https://t.co/W1fdRGfVts",15
2015-07-02 10:09:13,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-02 09:58:05,"Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley)","Major Lazer","Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley) - Major Lazer","https://t.co/qOE3XOAbGU",12
2015-07-02 09:50:02,"Little Monster","Royal Blood","Little Monster - Royal Blood","https://t.co/hoA22ruzAz",16
2015-07-02 09:29:00,"Know Yourself","Drake","Know Yourself - Drake","https://t.co/fMjQQ2Zltu",13
2015-07-02 09:21:59,"Can't Feel My Face","The Weeknd","Can't Feel My Face - The Weeknd","https://t.co/q5jNrBLMdm",18
2015-07-02 09:16:56,"U Mad (Feat. Kanye West)","Vic Mensa","U Mad (Feat. Kanye West) - Vic Mensa","https://t.co/grlviWKmJN",15
2015-07-02 09:11:55,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-02 09:04:56,"Bad Blood (Feat. Kendrick Lamar)","Taylor Swift","Bad Blood (Feat. Kendrick Lamar) - Taylor Swift","https://t.co/JNWOYie7i2",13
2015-07-02 09:00:54,"Cha Cha","D.R.A.M.","Cha Cha - D.R.A.M.","https://t.co/y5x202RZhS",18
2015-07-02 08:56:55,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-02 08:41:50,"Trap Queen","Fetty Wap","Trap Queen - Fetty Wap","https://t.co/OWRc7c13Gg",17
2015-07-02 07:24:54,"Little Monster","Royal Blood","Little Monster - Royal Blood","https://t.co/hoA22ruzAz",16
2015-07-02 07:21:54,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-02 07:04:54,"House Every Weekend","David Zowie","House Every Weekend - David Zowie",NA,12
2015-07-02 07:01:53,"We Run The Block","Bonkaz","We Run The Block - Bonkaz","https://t.co/SWxqsMit0g",14
2015-07-02 06:16:53,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-02 05:56:53,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-02 05:30:51,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-02 04:30:49,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-02 04:23:50,"We Run The Block","Bonkaz","We Run The Block - Bonkaz","https://t.co/SWxqsMit0g",14
2015-07-02 04:20:02,"City","Spring King","City - Spring King","https://t.co/Wlb3eyfgpI",13
2015-07-02 03:53:50,"Don't Wanna Fight","Alabama Shakes","Don't Wanna Fight - Alabama Shakes","https://t.co/W1fdRGfVts",15
2015-07-02 03:28:48,"Pedestrian At Best","Courtney Barnett","Pedestrian At Best - Courtney Barnett","https://t.co/VH1qO224JN",15
2015-07-02 03:14:48,"Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson)","A$Ap Rocky","Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson) - A$Ap Rocky",NA,14
2015-07-02 03:10:49,"Here","Alessia Cara","Here - Alessia Cara","https://t.co/RdMDga4k3i",13
2015-07-02 03:02:48,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-02 01:45:46,"Don't Wanna Fight","Alabama Shakes","Don't Wanna Fight - Alabama Shakes","https://t.co/W1fdRGfVts",15
2015-07-02 01:35:46,"Trap Queen","Fetty Wap","Trap Queen - Fetty Wap","https://t.co/OWRc7c13Gg",17
2015-07-02 01:32:45,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-02 01:07:45,"House Every Weekend","David Zowie","House Every Weekend - David Zowie",NA,12
2015-07-02 01:04:45,"Little Monster","Royal Blood","Little Monster - Royal Blood","https://t.co/hoA22ruzAz",16
2015-07-02 00:44:45,"Here","Alessia Cara","Here - Alessia Cara","https://t.co/RdMDga4k3i",13
2015-07-02 00:23:43,"Bad Blood (Feat. Kendrick Lamar)","Taylor Swift","Bad Blood (Feat. Kendrick Lamar) - Taylor Swift","https://t.co/JNWOYie7i2",13
2015-07-02 00:02:43,"Cha Cha","D.R.A.M.","Cha Cha - D.R.A.M.","https://t.co/y5x202RZhS",18
2015-07-01 23:58:44,"Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$)","Statik Selektah","Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$) - Statik Selektah","https://t.co/oG1DKJUaDu",12
2015-07-01 22:55:42,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-01 22:41:40,"Holding On (Feat. Gregory Porter)","Disclosure","Holding On (Feat. Gregory Porter) - Disclosure","https://t.co/A59KFhjiMB",17
2015-07-01 22:18:40,"Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$)","Statik Selektah","Beautiful Life (Feat Action Bronson &Amp; Joey Bada$$) - Statik Selektah","https://t.co/oG1DKJUaDu",12
2015-07-01 22:14:40,"Don't Wanna Fight","Alabama Shakes","Don't Wanna Fight - Alabama Shakes","https://t.co/W1fdRGfVts",15
2015-07-01 22:07:40,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-01 21:53:40,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-01 21:41:39,"Let It Go","James Bay","Let It Go - James Bay","https://t.co/IvTH8ev32R",17
2015-07-01 21:33:39,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-01 21:30:39,"Here","Alessia Cara","Here - Alessia Cara","https://t.co/RdMDga4k3i",13
2015-07-01 21:19:40,"City","Spring King","City - Spring King","https://t.co/Wlb3eyfgpI",13
2015-07-01 21:15:40,"Know Yourself","Drake","Know Yourself - Drake","https://t.co/fMjQQ2Zltu",13
2015-07-01 21:11:40,"Little Monster","Royal Blood","Little Monster - Royal Blood","https://t.co/hoA22ruzAz",16
2015-07-01 21:08:39,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-01 21:00:39,"Pedestrian At Best","Courtney Barnett","Pedestrian At Best - Courtney Barnett","https://t.co/VH1qO224JN",15
2015-07-01 20:57:39,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-01 20:42:38,"Trap Queen","Fetty Wap","Trap Queen - Fetty Wap","https://t.co/OWRc7c13Gg",17
2015-07-01 19:24:35,"Little Monster","Royal Blood","Little Monster - Royal Blood","https://t.co/hoA22ruzAz",16
2015-07-01 19:21:35,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-01 19:04:35,"House Every Weekend","David Zowie","House Every Weekend - David Zowie",NA,12
2015-07-01 19:03:35,"We Run The Block","Bonkaz","We Run The Block - Bonkaz","https://t.co/SWxqsMit0g",14
2015-07-01 18:46:36,"Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley)","Major Lazer","Powerful (Feat. Ellie Goulding &Amp; Tarrus Riley) - Major Lazer","https://t.co/qOE3XOAbGU",12
2015-07-01 18:42:35,"Don't Wanna Fight","Alabama Shakes","Don't Wanna Fight - Alabama Shakes","https://t.co/W1fdRGfVts",15
2015-07-01 18:31:34,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-01 18:21:35,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-01 18:08:38,"Dreams","Beck","Dreams - Beck","https://t.co/AyQGWKitnm",17
2015-07-01 18:00:33,"Let It Go","James Bay","Let It Go - James Bay","https://t.co/IvTH8ev32R",17
2015-07-01 17:57:33,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-01 17:32:33,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-01 16:32:31,"Don't","Bryson Tiller","Don't - Bryson Tiller","https://t.co/5aIpY2Oagv",14
2015-07-01 16:24:31,"We Run The Block","Bonkaz","We Run The Block - Bonkaz","https://t.co/SWxqsMit0g",14
2015-07-01 16:21:31,"City","Spring King","City - Spring King","https://t.co/Wlb3eyfgpI",13
2015-07-01 15:57:31,"Let It Go","James Bay","Let It Go - James Bay","https://t.co/IvTH8ev32R",17
2015-07-01 15:46:31,"Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson)","A$Ap Rocky","Everyday (Feat. Rod Stewart, Miguel &Amp; Mark Ronson) - A$Ap Rocky",NA,14
2015-07-01 15:40:46,"Better Man","Leon Bridges","Better Man - Leon Bridges","https://t.co/bVf3DceTkc",13
2015-07-01 15:37:14,"Where Are Ü Now (With Justin Bieber)","Skrillex &Amp; Diplo","Where Are Ü Now (With Justin Bieber) - Skrillex &Amp; Diplo","https://t.co/RPsSAlyXnw",13
2015-07-01 15:23:06,"Here","Alessia Cara","Here - Alessia Cara","https://t.co/RdMDga4k3i",13
2015-07-01 15:10:28,"U Mad (Feat. Kanye West)","Vic Mensa","U Mad (Feat. Kanye West) - Vic Mensa","https://t.co/grlviWKmJN",15
2015-07-01 15:06:28,"Pedestrian At Best","Courtney Barnett","Pedestrian At Best - Courtney Barnett","https://t.co/VH1qO224JN",15
2015-07-01 15:02:35,"Trap Queen","Fetty Wap","Trap Queen - Fetty Wap","https://t.co/OWRc7c13Gg",17
2015-07-01 15:00:35,"Cha Cha","D.R.A.M.","Cha Cha - D.R.A.M.","https://t.co/y5x202RZhS",18
2015-07-01 14:40:34,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-01 11:40:20,"Alright","Kendrick Lamar","Alright - Kendrick Lamar","https://t.co/8mQmxY8fws",15
2015-07-01 11:32:18,"Good For You (Feat. A$Ap Rocky)","Selena Gomez","Good For You (Feat. A$Ap Rocky) - Selena Gomez","https://t.co/O0qUbiYdXK",15
2015-07-01 10:55:10,"Freedom","Pharrell Williams","Freedom - Pharrell Williams","https://t.co/McCYQzuIcH",18
2015-07-01 10:41:08,"Better Man","Leon Bridges","Better Man - Leon Bridges","https://t.co/bVf3DceTkc",13
2015-07-01 10:05:01,"Can't Feel My Face","The Weeknd","Can't Feel My Face - The Weeknd","https://t.co/q5jNrBLMdm",18
2015-07-01 10:00:58,"Let It Go","James Bay","Let It Go - James Bay","https://t.co/IvTH8ev32R",17
